0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
-
-0.13135318747134136	-0.13135318273205446	-0.1313531879978129	-0.13135318648398581	-0.13135318788686628	-0.13135318754115582	-0.13135318746654559	-0.13135318590252415	-0.13135318695033396	-0.13135318692289677	-0.13135318446294397	-0.13135318515456662	-0.13135318695699447	-0.13135318787260794	-0.13135318734972062	-0.13135318444978897	-0.13135318322404163	-0.13135318462646803	-0.13135318723636127	-0.13135318826224771	-0.13135318284665243	-0.13135318302106649	-0.13135318484601774	-0.13135318714618688	-0.13135318468758836
0.95232840565381338	0.95232842956060704	0.95232840299812116	0.95232841063449469	0.95232840355777471	0.95232840530169649	0.95232840567800625	0.95232841356751063	0.95232840828203702	0.95232840842031097	0.95232842082914515	0.95232841734046314	0.95232840824831422	0.95232840362980986	0.95232840626728232	0.95232842089559455	0.952328427078585	0.95232842000443463	0.952328406839131	0.95232840166426524	0.95232842898231096	0.95232842810246743	0.9523284188968113	0.95232840729406731	0.95232841969577875
7.0966786751932264e-07	7.0966856190580777e-07	7.0966779038475223e-07	7.0966801219405489e-07	7.0966780663986146e-07	7.0966785729684326e-07	7.0966786822169369e-07	7.0966809737611922e-07	7.0966794386223034e-07	7.0966794786835631e-07	7.0966830828071485e-07	7.0966820696142012e-07	7.0966794287190059e-07	7.0966780874188224e-07	7.0966788533491866e-07	7.0966831021915557e-07	7.0966848979217761e-07	7.0966828434138456e-07	7.0966790194645501e-07	7.0966775164592019e-07	7.096685450891285e-07	7.0966851953109951e-07	7.0966825215780148e-07	7.0966791516544579e-07	7.0966827534504032e-07
-1.9330039616221049e-08	-1.9330036366333819e-08	-1.9330039977231342e-08	-1.9330038939125679e-08	-1.9330039901152064e-08	-1.9330039664075837e-08	-1.9330039612932421e-08	-1.9330038540436919e-08	-1.9330039258925393e-08	-1.933003924016051e-08	-1.9330037553329848e-08	-1.9330038027548549e-08	-1.9330039263540326e-08	-1.9330039891331984e-08	-1.9330039532835112e-08	-1.933003754427229e-08	-1.9330036703799388e-08	-1.9330037665397297e-08	-1.9330039455093373e-08	-1.9330040158544641e-08	-1.9330036445000872e-08	-1.9330036564617753e-08	-1.9330037816000512e-08	-1.9330039393229935e-08	-1.933003770744298e-08
2.3138124241817106e-09	2.3138127595149799e-09	2.3138123869318308e-09	2.3138124940479155e-09	2.3138123947817256e-09	2.3138124192449586e-09	2.3138124245208761e-09	2.313812535184145e-09	2.3138124610492464e-09	2.3138124629839781e-09	2.3138126370344496e-09	2.3138125881050017e-09	2.3138124605709776e-09	2.3138123957967829e-09	2.3138124327851529e-09	2.3138126379703329e-09	2.3138127246900268e-09	2.3138126254736286e-09	2.3138124408071918e-09	2.313812368223814e-09	2.3138127513941161e-09	2.3138127390517484e-09	2.3138126099316721e-09	2.3138124471909474e-09	2.3138126211292579e-09
7.2214360490136141e-08	7.221435442760415e-08	7.2214361163563597e-08	7.2214359226910934e-08	7.221436102164197e-08	7.2214360579331714e-08	7.2214360484001729e-08	7.2214358483302642e-08	7.2214359823513138e-08	7.2214359788698535e-08	7.2214356642137393e-08	7.2214357526573145e-08	7.2214359832300377e-08	7.2214361003165865e-08	7.2214360334635529e-08	7.2214356625109357e-08	7.2214355057497422e-08	7.2214356850944329e-08	7.221436018957448e-08	7.221436150172018e-08	7.2214354574679218e-08	7.2214354797875669e-08	7.221435713208142e-08	7.2214360074077024e-08	7.2214356929896799e-08
-
-0.10537885488723905	-0.10537885194752249	-0.10537885521392769	-0.10537885427550517	-0.10537885514510627	-0.10537885493095021	-0.10537885488425938	-0.10537885391408659	-0.10537885456457595	-0.10537885454654997	-0.10537885301984576	-0.10537885344990816	-0.1053788545677343	-0.10537885513711381	-0.10537885481152991	-0.10537885301244511	-0.10537885225073836	-0.10537885312264381	-0.10537885474138907	-0.10537885537832814	-0.10537885201686839	-0.10537885212478695	-0.10537885325778827	-0.10537885468596418	-0.10537885315776546
5.264043013926948e-08	5.2640473648199992e-08	5.2640425305874185e-08	5.2640439202771883e-08	5.2640426324419174e-08	5.2640429497837991e-08	5.2640430183298921e-08	5.2640444541743893e-08	5.2640434921734013e-08	5.2640435174823706e-08	5.26404577593454e-08	5.2640451408637137e-08	5.2640434861744228e-08	5.2640426454307627e-08	5.2640431256127783e-08	5.2640457879192701e-08	5.2640469133838922e-08	5.2640456256474952e-08	5.2640432296605235e-08	5.2640422877796955e-08	5.2640472598219572e-08	5.2640470997333429e-08	5.2640454242140832e-08	5.2640433123847575e-08	5.2640455698698482e-08
-0.56321092224583602	-0.56321081487760905	-0.56321093417284251	-0.56321089987690376	-0.56321093165937597	-0.56321092382716886	-0.56321092213718738	-0.56321088670450692	-0.56321091044210525	-0.56321090982124433	-0.56321085409182925	-0.56321086975976076	-0.56321091059370521	-0.56321093133572642	-0.56321091949071422	-0.56321085379328184	-0.56321082602495054	-0.5632108577955004	-0.56321091692245029	-0.56321094016329776	-0.56321081747505963	-0.56321082142658563	-0.56321086277012322	-0.56321091487919983	-0.56321085918212666
0.23648677847655356	0.23648683584860516	0.23648677210348681	0.23648679042994597	0.23648677344654997	0.2364867776319112	0.23648677853460462	0.23648679746796855	0.23648678478428203	0.23648678511519536	0.23648681489342566	0.2364868065221746	0.23648678470246043	0.23648677362020484	0.23648677994852163	0.23648681505358918	0.23648682989039826	0.23648681291551746	0.23648678132101503	0.23648676890281248	0.23648683445920568	0.23648683234748821	0.23648681025646542	0.23648678241324836	0.23648681217224143
3.3273294210277184e-09	3.3273314494591914e-09	3.327329195688901e-09	3.3273298435729504e-09	3.3273292431745842e-09	3.3273293911209504e-09	3.3273294230803166e-09	3.3273300924860501e-09	3.327329643988339e-09	3.3273296557931998e-09	3.3273307087125484e-09	3.3273304126291323e-09	3.3273296411971958e-09	3.3273292492250423e-09	3.3273294730988318e-09	3.3273307142948342e-09	3.3273312390073502e-09	3.3273306386386645e-09	3.3273295216058337e-09	3.3273290824872841e-09	3.3273314005189152e-09	3.327331325885419e-09	3.3273305447349657e-09	3.3273295601693467e-09	3.3273306126516258e-09
1.9515531127692451e-09	1.9515542840811532e-09	1.9515529826481794e-09	1.9515533567680494e-09	1.9515530100687366e-09	1.9515530955003713e-09	1.9515531139544949e-09	1.9515535005008941e-09	1.9515532415180091e-09	1.9515532483331684e-09	1.951553856336806e-09	1.951553685366255e-09	1.9515532399046893e-09	1.9515530135639601e-09	1.9515531428369361e-09	1.951553859561874e-09	1.9515541625529861e-09	1.9515538158752486e-09	1.9515531708475973e-09	1.951552917281007e-09	1.9515542558177375e-09	1.9515542127204298e-09	1.9515537616489851e-09	1.9515531931168929e-09	1.9515538008643069e-09
-
