0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
-
-0.045592938884543743	-0.045592938398141741	-0.045592943661658628	-0.045592929664896753	-0.045592941112137061	-0.045592936568891705	-0.045592935845248067	-0.045592927498996468	-0.045592931921245528	-0.045592939660339601	-0.04559293765415269	-0.045592945266036654	-0.045592942156939917	-0.045592940545122099	-0.045592933575390092	7.3136805091111776e-11	-0.045592938416932197	-0.045592933261932325	-0.045592925739138535	-0.04559293516119995	-0.045592923870685809	-0.045592945142350967	-0.04559293958208735	-0.045592938361896235	-0.045592937046667163
0.95376564279302389	0.95376564345584014	0.95376563628295552	0.95376565535714053	0.95376563975732986	0.9537656459486813	0.95376564693481347	0.95376565830875704	0.95376565228229082	0.95376564173575595	0.95376564446969891	0.95376563409655324	0.95376563833353301	0.95376564053002999	0.95376565002811242	-3.4723251438399585e-11	0.95376564343024162	0.95376565045524175	0.95376566070699775	0.953765647867026	0.95376566325323708	0.95376563426512284	0.95376564184239254	0.95376564350523041	0.95376564529755581
1.4153321825787899e-07	1.4153321993725532e-07	1.4153320176344921e-07	1.4153325009135286e-07	1.4153321056640974e-07	1.4153322625329107e-07	1.4153322875187373e-07	1.4153325756981974e-07	1.4153324230069318e-07	1.4153321557911792e-07	1.4153322250611027e-07	1.415331962237838e-07	1.415332069589894e-07	1.4153321252423356e-07	1.415332365892812e-07	-1.1223856185169927e-10	1.4153321987243033e-07	1.4153323767146378e-07	1.4153326364619506e-07	1.4153323111377888e-07	1.4153327009757555e-07	1.4153319665090064e-07	1.4153321584934232e-07	1.4153322006241209e-07	1.4153322460358421e-07
-4.7286259162981741e-09	-4.728625951464096e-09	-4.7286255709226992e-09	-4.7286265828598356e-09	-4.7286257552476664e-09	-4.7286260837150492e-09	-4.728626136032988e-09	-4.7286267394502748e-09	-4.7286264197303699e-09	-4.728625860209482e-09	-4.7286260052534253e-09	-4.728625454929282e-09	-4.7286256797110301e-09	-4.7286257962420692e-09	-4.7286263001392994e-09	1.0059965022186152e-11	-4.7286259501059019e-09	-4.7286263228011712e-09	-4.7286268666845099e-09	-4.7286261854883963e-09	-4.7286270017701573e-09	-4.7286254638717074e-09	-4.7286258658675943e-09	-4.7286259540841112e-09	-4.7286260491730796e-09
6.971668503679102e-10	6.9716685805655699e-10	6.9716677485374381e-10	6.9716699610717932e-10	6.9716681515517842e-10	6.971668869724051e-10	6.9716689841140204e-10	6.9716703034465761e-10	6.9716696043995006e-10	6.9716683810432317e-10	6.9716686981715545e-10	6.9716674949246605e-10	6.9716679863960811e-10	6.9716682411834552e-10	6.9716693429221916e-10	-1.290403068771915e-12	6.9716685775959398e-10	6.9716693924702307e-10	6.9716705816359133e-10	6.9716690922450274e-10	6.9716708769907454e-10	6.9716675144770274e-10	6.9716683934131656e-10	6.9716685862947645e-10	6.971668794199476e-10
6.3934865187132468e-09	6.3934865639201677e-09	6.3934860747051353e-09	6.3934873756305672e-09	6.3934863116689046e-09	6.3934867339400909e-09	6.3934868011985452e-09	6.393487576940402e-09	6.3934871659146964e-09	6.3934864466056438e-09	6.3934866330702575e-09	6.3934859255858122e-09	6.3934862145613608e-09	6.3934863643709695e-09	6.3934870121715486e-09	-4.9429996596405558e-12	6.3934865621750631e-09	6.3934870413038439e-09	6.3934877405090237e-09	6.3934868647779765e-09	6.3934879141719471e-09	6.3934859370826375e-09	6.3934864538790413e-09	6.3934865672892992e-09	6.3934866895326607e-09
-
-0.046194575666507767	-0.046194575226306045	-0.046194579990774372	-0.046194567321001551	-0.046194577682978223	-0.046194573570434647	-0.046194572915447894	-0.046194565360382737	-0.046194569363421291	-0.046194576368882218	-0.046194574552893705	-0.046194581443110824	-0.046194578628679261	-0.046194577169727129	-0.046194570860686929	-0.11256668497600607	-0.046194575243289487	-0.046194570577054499	-0.046194563767414064	-0.04619457229619045	-0.046194562076126017	-0.046194581331105197	-0.046194576298054048	-0.046194575193502639	-0.046194574003004252
3.168435507481104e-08	3.1684355119492749e-08	3.1684354635903058e-08	3.1684355921863694e-08	3.1684354870146784e-08	3.1684355287558393e-08	3.1684355354041116e-08	3.1684356120863371e-08	3.1684355714561843e-08	3.1684355003525998e-08	3.1684355187842167e-08	3.1684354488496747e-08	3.1684354774156927e-08	3.1684354922236173e-08	3.1684355562593776e-08	0.96202055999383773	3.1684355117765762e-08	3.1684355591382507e-08	3.1684356282550586e-08	3.1684355416891298e-08	3.1684356454214048e-08	3.1684354499865993e-08	3.168435501071212e-08	3.1684355122818578e-08	3.1684355243657099e-08
-0.38143671135628915	-0.38143670852216116	-0.38143673919265902	-0.38143665763345014	-0.38143672433660192	-0.38143669786303425	-0.38143669364644078	-0.38143664501264385	-0.38143667078118526	-0.38143671587706818	-0.38143670418699993	-0.38143674854149168	-0.38143673042459775	-0.38143672103261211	-0.38143668041980167	-1.5836000259770331e-09	-0.38143670863161144	-0.38143667859345814	-0.38143663475801809	-0.38143668966038552	-0.38143662387057931	-0.38143674782069736	-0.38143671542109914	-0.38143670831096482	-0.3814367006471821
0.21450991341096809	0.21450991465570832	0.2145099011855614	0.21450993700545962	0.21450990771017828	0.21450991933706573	0.21450992118896012	0.21450994254836353	0.21450993123111564	0.21450991142552661	0.21450991655967397	0.21450989707967655	0.21450990503638659	0.21450990916125542	0.21450992699792698	7.10321367773177e-06	0.21450991460763238	0.21450992780006536	0.21450994705209503	0.21450992293957513	0.21450995183374624	0.2145098973962288	0.21450991162578445	0.21450991474846465	0.21450991811432341
2.0919563676079682e-09	2.0919563840271601e-09	2.0919562063327259e-09	2.0919566788596099e-09	2.0919562924042159e-09	2.0919564457829431e-09	2.0919564702124234e-09	2.0919567519807796e-09	2.0919566026860048e-09	2.0919563414152362e-09	2.0919564091434824e-09	2.0919561521684923e-09	2.0919562571324764e-09	2.0919563115459408e-09	2.0919565468436637e-09	1.7316448111437963e-10	2.0919563833931729e-09	2.0919565574239522e-09	2.0919568113925854e-09	2.0919564933063027e-09	2.0919568744705867e-09	2.0919561563450765e-09	2.0919563440568611e-09	2.0919563852505127e-09	2.0919564296521494e-09
9.0150956718117213e-10	9.0150957436153143e-10	9.0150949665434938e-10	9.0150970329401356e-10	9.0150953429391855e-10	9.0150960136777426e-10	9.0150961205091972e-10	9.0150973527040181e-10	9.0150966998274201e-10	9.015095557269286e-10	9.0150958534501448e-10	9.0150947296792005e-10	9.015095188693944e-10	9.0150954266493516e-10	9.0150964556242977e-10	6.8355563379723078e-11	9.0150957408428737e-10	9.0150965018924901e-10	9.0150976125157213e-10	9.0150962215018164e-10	9.0150978883619608e-10	9.0150947479432636e-10	9.0150955688217308e-10	9.0150957489650388e-10	9.015095943136297e-10
-
