ari,rmse_3f,rmse_all
0.96020054030781776,0.16598324837377942,0.1650988986714155
0.96020054030781776,0.16598324837377934,0.16509889867141544
-0.004129224108857155,0.16598324837377948,0.23230288296844678
0.96020054030781776,0.16598324837377937,0.16509889867141561
0.96020054030781776,0.16598324837377934,0.16509889867141558
-0.004129224108857155,0.16598324837377948,0.23230288296844684
0.96020054030781776,0.16598324837377954,0.16509889867141544
0.96020054030781776,0.16598324837377937,0.1650988986714155
0.96020054030781776,0.16598324837377948,0.1650988986714155
0.96020054030781776,0.16598324837377942,0.16509889867141544
0.96020054030781776,0.16598324837377937,0.1650988986714155
0.96020054030781776,0.16598324837377942,0.16509889867141556
0.96020054030781776,0.1659832483737794,0.16509889867141547
0.96020054030781776,0.16598324837377937,0.16509889867141556
-0.004129224108857155,0.16598324837377934,0.23230288296844687
0.96020054030781776,0.1659832483737794,0.16509889867141553
0.96020054030781776,0.1659832483737794,0.16509889867141561
0.96020054030781776,0.16598324837377954,0.16509889867141556
0.96020054030781776,0.16598324837377948,0.16509889867141547
0.96020054030781776,0.16598324837377937,0.1650988986714155
0.96020054030781776,0.16598324837377948,0.1650988986714155
0.96020054030781776,0.16598324837377937,0.16509889867141558
-0.004129224108857155,0.16598324837377934,0.23230288296844687
0.96020054030781776,0.16598324837377942,0.16509889867141558
0.96020054030781776,0.16598324837377948,0.16509889867141553
0.96020054030781776,0.16598324837377937,0.1650988986714155
-0.004129224108857155,0.16598324837377937,0.23230288296844692
0.96020054030781776,0.16598324837377934,0.16509889867141544
0.96020054030781776,0.1659832483737794,0.16509889867141558
