ari,rmse_3f,rmse_all
0.4734584761175018,0.16598324837377948,0.017754228858801804
0.4734584761175018,0.16598324837377937,0.017754228858801784
0.4734584761175018,0.16598324837377942,0.017754228858801787
0.4734584761175018,0.16598324837377954,0.017754228858801794
0.4734584761175018,0.16598324837377937,0.017754228858801797
0.4734584761175018,0.16598324837377945,0.017754228858801804
0.4734584761175018,0.16598324837377942,0.017754228858801797
0.4734584761175018,0.16598324837377934,0.01775422885880179
0.4734584761175018,0.16598324837377948,0.017754228858801794
0.4734584761175018,0.16598324837377951,0.017754228858801811
0.4734584761175018,0.16598324837377948,0.017754228858801797
0.4734584761175018,0.16598324837377937,0.017754228858801804
0.4734584761175018,0.16598324837377942,0.017754228858801815
0.4734584761175018,0.16598324837377937,0.017754228858801801
0.4734584761175018,0.16598324837377942,0.017754228858801784
0.4734584761175018,0.16598324837377937,0.01775422885880179
0.4734584761175018,0.16598324837377945,0.017754228858801794
0.4734584761175018,0.16598324837377945,0.017754228858801804
0.4734584761175018,0.16598324837377945,0.017754228858801797
0.4734584761175018,0.1659832483737794,0.017754228858801808
0.4734584761175018,0.16598324837377948,0.017754228858801804
0.4734584761175018,0.16598324837377945,0.017754228858801794
0.4734584761175018,0.1659832483737794,0.017754228858801801
0.4734584761175018,0.1659832483737794,0.017754228858801794
0.4734584761175018,0.16598324837377937,0.017754228858801801
0.4734584761175018,0.1659832483737794,0.017754228858801797
0.4734584761175018,0.16598324837377931,0.017754228858801801
0.4734584761175018,0.16598324837377951,0.01775422885880179
0.4734584761175018,0.1659832483737794,0.017754228858801801
