ari,rmse_3f,rmse_all
0.38678696111308919,0.050817423238643314,0.048213862715789806
0.38678696111308919,0.050817423236809822,0.048213862725908774
0.38678696111308919,0.050817423239738924,0.048213862716488254
0.38678696111308919,0.050817423239830496,0.048213862649166134
0.38678696111308919,0.050817423237035128,0.048213862729786255
0.38678696111308919,0.050817423234790299,0.048213862726746062
0.38678696111308919,0.05081742323774343,0.048213862725623807
0.38678696111308919,0.050817423234799396,0.048213862731517218
0.38678696111308919,0.050817423232850142,0.048213862714095369
0.38678696111308919,0.050817423239052126,0.048213862727049077
0.065432621778303141,0.050817423237355226,0.055064825903801122
0.71348566744565634,0.051897952571388364,0.048213862646206432
0.38678696111308919,0.050817423237812333,0.048213862731540179
0.38678696111308919,0.050817423241421918,0.048213862720598834
0.38678696111308919,0.05081742323584594,0.048213862720416008
0.065432621778303141,0.050817423233420193,0.055064825893418476
0.38678696111308919,0.050817423241414333,0.048213862720930978
0.38678696111308919,0.050817423238234634,0.048213862721486769
0.065432621778303141,0.050817423237721315,0.05506482590536755
0.74314090130824495,0.050817423238784992,0.048086352821826717
0.065432621778303141,0.05081742323671716,0.055064825891027139
0.065432621778303141,0.050817423240263865,0.055064825892905997
0.0327568557197511,0.050817423236177196,0.05662476846166755
0.74314090130824495,0.050817423238580461,0.048086352824778765
0.38678696111308919,0.050817423238119067,0.048213862728220133
0.38678696111308919,0.050817423235597473,0.048213862722253087
0.38678696111308919,0.050817423237690749,0.048213862715482704
0.38678696111308919,0.050817423236697717,0.048213862728018662
0.0327568557197511,0.050817423238505161,0.056624768501046481
