0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
-
1.230718739758659	1.2307187398116401	1.2307187394218653	1.2307187397252493	1.2307187397637753	0.49861088791664571	1.2307187399187607	1.2307187398976902	0.49861088891299982	1.2307187395475783	1.2307187395986037	1.2307187395080934	1.230718739619977	1.2307187398308408	1.2307187395712889	1.2307187398373733	0.49861088744718357	1.2307187398489845	1.2307187398840285	1.2307187398995227	1.2307187394193133	1.2307187394992405	1.2307187395602723	1.2307187395516979	1.230718739916884
0.19201816073313757	0.19201816060456983	0.19201816155049975	0.19201816081421361	0.19201816072072356	0.087365996934710158	0.19201816034464042	0.19201816039576849	0.08736599689688232	0.19201816124541921	0.19201816112157594	0.19201816134124502	0.19201816106969355	0.1920181605579773	0.19201816118787043	0.1920181605421197	0.087365996952722569	0.1920181605139489	0.19201816042891223	0.19201816039131492	0.19201816155666149	0.19201816136272654	0.19201816121460635	0.19201816123542217	0.19201816034919156
-0.13328472612652878	-0.13328472603409236	-0.13328472671433739	-0.13328472618484444	-0.13328472611764894	-1.648467969955596e-08	-0.13328472584749979	-0.13328472588419507	-1.6484678641551974e-08	-0.13328472649528217	-0.13328472640612987	-0.13328472656416016	-0.13328472636846964	-0.13328472600060196	-0.13328472645380188	-0.1332847259892273	-1.6484680198984307e-08	-0.13328472596901184	-0.13328472590788912	-0.13328472588090698	-0.13328472671843655	-0.13328472657942092	-0.13328472647297138	-0.13328472648814388	-0.13328472585074164
-8.6552385858830283e-09	-8.6552385864664653e-09	-8.6552385822163931e-09	-8.6552385855211765e-09	-8.6552385859493004e-09	-5.328472118103984e-09	-8.6552385877126195e-09	-8.6552385874659642e-09	-5.3284721227798094e-09	-8.6552385836629897e-09	-8.6552385841973649e-09	-8.6552385832249711e-09	-8.6552385843507805e-09	-8.6552385866800532e-09	-8.655238583899752e-09	-8.655238586757709e-09	-5.3284721159008174e-09	-8.6552385868941822e-09	-8.6552385872840886e-09	-8.6552385874662355e-09	-8.6552385821106827e-09	-8.655238583086329e-09	-8.6552385837663956e-09	-8.6552385837195027e-09	-8.6552385876851091e-09
-
0.47641432887714585	0.47641432885359281	0.47641432902685504	0.47641432889199209	0.47641432887485557	1.2656940666666223	0.47641432880587625	0.47641432881526585	1.2656940672172035	0.47641432897085928	0.47641432894820551	0.47641432898842367	0.47641432893882046	0.47641432884505441	0.47641432896035002	0.47641432884213891	1.2656940664069187	0.47641432883696549	0.47641432882138135	0.47641432881447732	0.47641432902809067	0.47641432899242281	0.47641432896526809	0.47641432896901087	0.47641432880672024
0.029436824442702642	0.029436824629067434	0.029436823259087912	0.029436824325332716	0.029436824460947513	0.069905562627198534	0.029436825007444382	0.029436824932977289	0.069905558514250579	0.029436823702761634	0.029436823881578714	0.029436823563804667	0.02943682395478521	0.029436824696651532	0.029436823785574558	0.029436824719761306	0.069905564564680819	0.029436824760813829	0.029436824884171431	0.029436824938943208	0.029436823248241616	0.029436823531682327	0.029436823746544091	0.029436823717515007	0.029436825000678894
-1.3103141295139357e-10	-1.3103141219143508e-10	-1.3103141778065979e-10	-1.3103141343036369e-10	-1.3103141287757623e-10	-2.4285904755657627e-07	-1.310314106522121e-10	-1.3103141095505709e-10	-2.4285902852094058e-07	-1.3103141597488349e-10	-1.3103141524407617e-10	-1.3103141654138496e-10	-1.3103141494085636e-10	-1.3103141191593865e-10	-1.3103141563576591e-10	-1.31031411821999e-10	-2.4285905652537855e-07	-1.3103141165509962e-10	-1.3103141115227969e-10	-1.3103141092958574e-10	-1.310314178204121e-10	-1.3103141667005507e-10	-1.3103141579427013e-10	-1.3103141591533918e-10	-1.3103141067940819e-10
1.0871675181738998e-10	1.0871675142130042e-10	1.0871675433616103e-10	1.0871675206726682e-10	1.0871675177929891e-10	2.0013480577362071e-08	1.0871675062140911e-10	1.0871675077872853e-10	2.0013481522508268e-08	1.0871675339715725e-10	1.087167530152195e-10	1.0871675369233764e-10	1.0871675285420489e-10	1.0871675127777281e-10	1.0871675321951538e-10	1.0871675122898795e-10	2.0013480132102464e-08	1.0871675114233013e-10	1.0871675088040002e-10	1.0871675076472284e-10	1.0871675435403978e-10	1.087167537579234e-10	1.0871675330170086e-10	1.0871675336652007e-10	1.0871675063534068e-10
-
